gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000160179	8719.312963178369	0.20604854967460676	0.16484916985216583	1.2499216699689049	0.21132816255162873	0.957886489889798
ENSG00000221859	310.9941225732455	0.5525055821430994	0.4445734052053149	1.2427769535335538	0.21395003737780802	0.957886489889798
ENSG00000183255	3872.420378482489	-0.21490314157716503	0.17344644704423515	-1.2390172600212268	0.2153391061740708	0.957886489889798
ENSG00000186980	69.75497865409949	-0.861440188857354	0.6961685765265224	-1.2374017126073702	0.21593798331703284	0.957886489889798
ENSG00000157538	7108.562570367959	0.2172609469756674	0.1760862278825562	1.2338327056479022	0.21726524956954565	0.957886489889798
ENSG00000183570	7225.558448383338	-0.19168566039587537	0.15838164825759746	-1.2102769639327853	0.22617263400939472	0.957886489889798
ENSG00000186967	111.34085483180627	-0.6696807804059741	0.5560079265165339	-1.2044446643083244	0.22841775765950043	0.957886489889798
ENSG00000159197	257.15524693444354	0.5181554401797116	0.43074233578280924	1.2029359483275361	0.22900110788590347	0.957886489889798
ENSG00000275895	7277.693890490975	0.2162926823200202	0.18030881625724318	1.199567979035698	0.23030716883112257	0.957886489889798
ENSG00000154736	3219.1426503421294	0.6851568618557295	0.5712586184589366	1.1993812254492582	0.230379744448426	0.957886489889798
ENSG00000142197	3518.6111583154398	-0.2285671743496326	0.1910237108061928	-1.196538238028107	0.2314865859250771	0.957886489889798
ENSG00000198743	3926.903518966404	0.3266177881929279	0.2768676639261649	1.1796891827715583	0.23812385774813047	0.957886489889798
ENSG00000272804	536.6935841400075	0.4279642124689721	0.3703752508708911	1.1554881473928609	0.24789058355637048	0.957886489889798
ENSG00000183640	166.84776759087475	-0.6044263589605643	0.527873128003249	-1.1450220268777236	0.2522000330230751	0.957886489889798
ENSG00000156304	5366.2616704003585	-0.1844388061638161	0.16584337278059938	-1.112126478564913	0.26608377345294904	0.957886489889798
ENSG00000231068	88.37850965216816	-0.6965958953252884	0.6284958812197036	-1.108353954481651	0.2677089824346757	0.957886489889798
ENSG00000160193	3250.3169220400873	-0.20352703416419526	0.18409181022762136	-1.1055735391625685	0.26891114811456135	0.957886489889798
ENSG00000160209	13934.94525496247	-0.16375035253463308	0.14873621506578236	-1.1009447326746236	0.2709207116212433	0.957886489889798
ENSG00000160199	5548.230071089632	-0.18662199148467432	0.1725568545514939	-1.0815101606351034	0.2794702434393301	0.957886489889798
ENSG00000160183	6170.934275634051	0.19747617022707098	0.1829058118241455	1.079660445218297	0.2802934140234402	0.957886489889798
ENSG00000159082	14600.27371083286	0.17008875119405734	0.15879970118800965	1.071089869323382	0.284129022901645	0.957886489889798
ENSG00000244362	120.82981647844953	0.5657822844797906	0.535984520250066	1.0555944492871217	0.2911535379437555	0.957886489889798
ENSG00000156273	5822.8229583314005	0.21510206168563734	0.20460087503794805	1.0513252284270123	0.2931092439502999	0.957886489889798
ENSG00000241837	2872.6076582770484	0.21872327118530033	0.20850512535895094	1.0490066889663188	0.29417503985096055	0.957886489889798
ENSG00000159079	3242.819941936823	-0.2095335177479533	0.19990230751327084	-1.0481795850907978	0.29455587445054465	0.957886489889798
ENSG00000249209	326.6211848418483	-0.40583228842760477	0.3929023894397042	-1.0329086799556988	0.30164663636600436	0.957886489889798
ENSG00000274749	204.44198574906775	0.44246883753717015	0.4315866446267341	1.0252143875301047	0.30526204100713333	0.957886489889798
ENSG00000187766	306.2550179865156	0.49154295516734475	0.47999444777294686	1.0240596687065444	0.30580709250458976	0.957886489889798
ENSG00000215455	429.4614365453421	0.432439325735005	0.442317032414732	0.9776682651676291	0.32823842224716776	0.957886489889798
ENSG00000198390	213.15787062155067	0.44086515626395845	0.4537051572395669	0.9716996803524791	0.3311999758595491	0.957886489889798
ENSG00000160298	6777.320028796785	-0.19386439117549542	0.2012939340195987	-0.963091074352097	0.33550182060740624	0.957886489889798
ENSG00000221837	684.2955381510246	0.2943798239561712	0.3066303490593294	0.960047904127103	0.33703110588305074	0.957886489889798
ENSG00000159110	5273.1183503138645	0.1604772300248229	0.1712759283379132	0.9369514536112432	0.3487835302061049	0.957886489889798
ENSG00000222018	245.74719557796638	-0.37916194816006454	0.4096978200600707	-0.9254673312747211	0.35472286931468616	0.957886489889798
ENSG00000159147	6309.852060863296	-0.15290598437032876	0.1659329326128366	-0.921492689622361	0.3567932561759519	0.957886489889798
ENSG00000156282	393.05580701555755	0.34035647827596716	0.38540645208977664	0.883110483569913	0.3771765804559645	0.957886489889798
ENSG00000160307	954.3628147343104	0.22487658944595265	0.25674244628152787	0.8758839557030897	0.38109312259042477	0.957886489889798
ENSG00000160233	1936.5992614961822	-0.2753792547661847	0.314560494791958	-0.8754413199544121	0.38133382547092104	0.957886489889798
ENSG00000154639	3235.303990230329	-0.15793176701167672	0.18040337616590632	-0.875436870241476	0.38133624567393826	0.957886489889798
ENSG00000160213	3872.0489838813123	0.18377040555864607	0.20993662034106278	0.8753613603005178	0.3813773170387061	0.957886489889798
ENSG00000188694	709.7130700180977	-0.35987056867123274	0.4119642129028033	-0.8735481320950049	0.3823643832673548	0.957886489889798
ENSG00000157578	7965.991731206088	0.1261612802297441	0.14607657707513033	0.8636653648096959	0.38777174532249387	0.957886489889798
ENSG00000160310	9500.964102006801	-0.1461832435564607	0.17261531335945934	-0.8468729726895337	0.39706592860313067	0.957886489889798
ENSG00000189169	484.2671396388747	-0.2995844440020747	0.3541254444434765	-0.8459839548465223	0.39756169526292606	0.957886489889798
ENSG00000183421	2100.4870986087262	-0.2385503155652933	0.28525307071745404	-0.8362760651981893	0.402999614924605	0.957886489889798
ENSG00000160294	10340.45878990722	0.13865080064907948	0.16720926138859385	0.8292052694787965	0.40698826370309865	0.957886489889798
ENSG00000154646	1982.7634225387064	0.1713182215843544	0.2091317698561158	0.8191879297068188	0.41267920040838185	0.957886489889798
ENSG00000185808	5695.788511503275	0.13383333887549	0.1662020681588058	0.8052447262425908	0.42067847124140906	0.957886489889798
ENSG00000142188	3698.353427712763	0.14185701866931463	0.17849052997183407	0.7947593560941287	0.42675349762188414	0.957886489889798
ENSG00000184900	2709.1218926593615	-0.17378248460504556	0.22034183722069536	-0.7886949060472082	0.4302903458949821	0.957886489889798
ENSG00000175894	4292.612602410418	0.16527572071725996	0.21012308559451065	0.7865662178414997	0.43153584152706703	0.957886489889798
ENSG00000241945	3578.4588440323173	0.14282672610955657	0.18190559541703166	0.7851695038963261	0.4323541931028677	0.957886489889798
ENSG00000173638	6804.357535045048	0.12135692153428847	0.15638800373330417	0.7759989170348651	0.43774962529742495	0.957886489889798
ENSG00000160201	6880.281826750211	-0.14863764157475393	0.1926005949051867	-0.7717403035433259	0.44026825476930126	0.957886489889798
ENSG00000278961	1568.0038407370935	-0.19523284335390031	0.25759571687815336	-0.7579040743377281	0.44850841099448974	0.957886489889798
ENSG00000205758	7743.744796225566	-0.11911631708116427	0.15723972911390205	-0.7575459316320637	0.44872285884360774	0.957886489889798
ENSG00000160221	5567.548381936196	-0.13300156821964748	0.17743838869515083	-0.7495647880806204	0.45351686472850344	0.957886489889798
ENSG00000154645	5265.51458253931	-0.12054925913509945	0.16124679863411684	-0.7476071472813319	0.4546971523739097	0.957886489889798
ENSG00000157601	8439.322919924969	0.12053161777208513	0.1641037539391389	0.734484220371867	0.46265367386525413	0.957886489889798
ENSG00000276076	1018.1655968953205	0.18213504569761582	0.2510274379946241	0.7255583180573126	0.46810958150565535	0.957886489889798
ENSG00000141956	21321.992712478346	0.10457001763865031	0.14676132980749984	0.712517512452429	0.476144370975996	0.957886489889798
ENSG00000183778	8424.600491485793	-0.13817030115429813	0.19691307472640704	-0.7016817006502656	0.4828776875761415	0.957886489889798
ENSG00000170262	1249.9700513244675	0.17701934926484428	0.2547935542037699	0.6947559949780908	0.4872082299442437	0.957886489889798
ENSG00000142166	2806.151515916159	-0.1268465780113365	0.184017107006149	-0.6893194881446423	0.4906222367443117	0.957886489889798
ENSG00000186971	246.69331486621172	0.26478787486416466	0.3855253439553404	0.6868235228001974	0.49219394466919686	0.957886489889798
ENSG00000159259	1949.4409855162316	-0.1634071226808259	0.24140267909609756	-0.6769068317414025	0.4984650692527098	0.957886489889798
ENSG00000188155	513.9174842053742	-0.26125959307252355	0.38886051982049613	-0.6718593936795767	0.5016732132544459	0.957886489889798
ENSG00000160216	12614.28398224504	0.10242090574259566	0.15398865954730864	0.665119795468638	0.50597387429834	0.957886489889798
ENSG00000212935	353.61258229531114	0.2667107672745244	0.40918868189485436	0.6518038720901346	0.5145277034344952	0.957886489889798
ENSG00000155313	7624.767470490766	-0.1057649201597757	0.16251780405767108	-0.6507897443792925	0.5151822213647148	0.957886489889798
ENSG00000186977	156.2659175205224	0.32697096273005366	0.5060935284745351	0.6460682548453209	0.5182351531021394	0.957886489889798
ENSG00000212933	116.18176843507675	-0.3576487873140059	0.5616078257786932	-0.636830134655105	0.5242354949493556	0.957886489889798
ENSG00000186866	7825.204031977683	-0.12420496776614144	0.19520506673889737	-0.6362794257398845	0.5245943124953141	0.957886489889798
ENSG00000205927	1801.12642126673	-0.15490842566017923	0.24528488451843306	-0.6315449317813057	0.527684280115345	0.957886489889798
ENSG00000184787	5731.944593080992	-0.10508637539276838	0.1675647263499376	-0.6271390028311141	0.5305681226708329	0.957886489889798
ENSG00000156284	722.5714621057025	-0.18266291488101266	0.2931105022961337	-0.6231878880152364	0.5331610600474368	0.957886489889798
ENSG00000206102	96.36179633128796	-0.3459616174096375	0.555360044185368	-0.6229501402412062	0.5333172872675112	0.957886489889798
ENSG00000159212	2243.7941690732578	-0.14113501910495546	0.22672640147203565	-0.6224904474671998	0.5336194231153552	0.957886489889798
ENSG00000206107	218.71930814899667	-0.28442079657730585	0.45710374105656293	-0.6222237339818907	0.5337947618035872	0.957886489889798
ENSG00000198862	10175.32340734958	0.10432208130972806	0.16766362158925696	0.6222105923805984	0.5338034019058424	0.957886489889798
ENSG00000142185	10185.988217296253	0.1115992399636944	0.18183109325804936	0.6137522354623697	0.5393790648715051	0.957886489889798
ENSG00000205439	165.5004705752592	0.31593203812848786	0.5153150720811102	0.6130851885480276	0.5398200132254971	0.957886489889798
ENSG00000187026	143.15916260187805	-0.3306041314018498	0.5639186548839459	-0.5862620939005607	0.5576993999319657	0.957886489889798
ENSG00000276612	475.3434692102384	-0.21899564623674037	0.37376745608567963	-0.5859141631275128	0.5579331991089388	0.957886489889798
ENSG00000182816	247.1623161401285	0.23417189362588525	0.4042757974594941	0.5792379734266625	0.5624286114796856	0.957886489889798
ENSG00000166979	5424.481317200889	-0.09006002951280027	0.1578147146039105	-0.5706694064545023	0.5682237607263376	0.957886489889798
ENSG00000160208	2687.673700629365	0.139433659963814	0.25154977742630913	0.5542984827512349	0.5793745885108612	0.957886489889798
ENSG00000273590	3048.7590519100245	-0.1049488218927525	0.19457800049070298	-0.5393663293285152	0.5896341092868593	0.957886489889798
ENSG00000183844	2345.5640075342044	-0.11496974576604195	0.2146949530168016	-0.535502787329354	0.5923022306938477	0.957886489889798
ENSG00000159267	7232.787521096142	-0.08337970487551952	0.15862366097366906	-0.5256448146746546	0.5991350132540533	0.957886489889798
ENSG00000280071	3228.1421779260227	-0.10498833155266431	0.20102511163163345	-0.5222647593652339	0.6014860021952668	0.957886489889798
ENSG00000197381	17413.547599673973	-0.12768494682743772	0.24815428131025127	-0.5145385610647655	0.6068755075965491	0.957886489889798
ENSG00000160285	8271.363293646025	-0.11087048727790277	0.2184288849984862	-0.50758161988819	0.6117467832356963	0.957886489889798
ENSG00000187005	185.9623931244478	0.2695100893978704	0.5336486513563391	0.5050328314573168	0.613535776543538	0.957886489889798
ENSG00000160299	8674.916120751182	-0.0881987056407259	0.1747850252027735	-0.5046124834687861	0.6138310401670986	0.957886489889798
ENSG00000142182	1644.5411396645773	-0.1192353781843099	0.2389032365638483	-0.4990948632562521	0.6177125561323105	0.957886489889798
ENSG00000206105	63.40128443100674	0.3336962389007416	0.6880458194163956	0.48499130360792636	0.6276825143271603	0.957886489889798
ENSG00000160282	4789.540120878774	-0.07561496125901473	0.15662151097674204	-0.4827878417687044	0.6292463844860083	0.957886489889798
ENSG00000160223	6067.549389076552	-0.0908077369517049	0.18901318884756194	-0.48043069113521397	0.630921175278853	0.957886489889798
ENSG00000182670	29245.703416213793	0.09245016503242917	0.19544885195031556	0.4730146230581628	0.6362027465286991	0.957886489889798
ENSG00000160284	1127.1041041272044	-0.13747512274130824	0.2984823953888782	-0.4605803386233167	0.6450997203252711	0.957886489889798
ENSG00000215454	1271.0266613887065	0.1431518838453484	0.3119214540600862	0.4589356774983894	0.6462803574221636	0.957886489889798
ENSG00000157542	8536.338163433973	-0.08467793943962273	0.18599076030675846	-0.45528035532497224	0.6489075572451072	0.957886489889798
ENSG00000285815	1041.1869224461445	-0.14416876987145572	0.32273748048615025	-0.4467060028301934	0.6550873470745275	0.957886489889798
ENSG00000160202	1534.1560301742172	-0.10622185107879355	0.23789317603416263	-0.4465107106037357	0.6552283775729624	0.957886489889798
ENSG00000160255	11488.200046121176	-0.07329625760020644	0.16492125621103923	-0.4444318414990357	0.6567303965988791	0.957886489889798
ENSG00000154642	3261.849967296282	0.07774742145122988	0.17720286789358233	0.438748099144312	0.6608440707939514	0.957886489889798
ENSG00000240432	136.4962889684672	0.20665773907291393	0.47299879484215807	0.43690965246936114	0.6621768714544014	0.957886489889798
ENSG00000160214	3845.1061172358814	-0.0870824316154265	0.1996875660032265	-0.43609341011257274	0.6627689581966442	0.957886489889798
ENSG00000142192	11354.681184995185	-0.06409293501703192	0.14810327238746057	-0.43275839881076433	0.6651902989240934	0.957886489889798
ENSG00000157551	11706.732110631885	0.07217249611059956	0.16750709933947094	0.4308623120763038	0.6665684882883222	0.957886489889798
ENSG00000205726	26231.74340038422	0.07311496202346661	0.1701617344362676	0.4296792240963617	0.6674289983980988	0.957886489889798
ENSG00000185272	2479.95624063129	-0.08584302142486773	0.20379134198351995	-0.42122997272283347	0.6735871597191996	0.957886489889798
ENSG00000142168	1443.0380419124347	0.09737963186801943	0.23782847812343264	0.4094532018889661	0.682207103530365	0.957886489889798
ENSG00000159231	409.2328544354243	-0.17591246379913514	0.43153824232657523	-0.40764049751588377	0.6835376279008394	0.957886489889798
ENSG00000184351	239.72909925098747	-0.17512328601743893	0.4412307508294956	-0.39689728263094626	0.6914432081310742	0.957886489889798
ENSG00000142149	2826.5821648863803	0.09129338462496611	0.23256389980965372	0.3925518306998072	0.6946505227201814	0.957886489889798
ENSG00000159261	3011.647806224946	0.07140121137024306	0.1836377758176922	0.3888154877301888	0.697412643024828	0.957886489889798
ENSG00000280433	2174.3262465883427	0.09185386361979483	0.2386263881495598	0.3849275192575314	0.7002911164973209	0.957886489889798
ENSG00000243646	3381.238049021835	0.07199637528835985	0.1899023085800393	0.37912322302293183	0.7045963618546681	0.957886489889798
ENSG00000243927	2952.017020555939	-0.07049811178687614	0.18779976923354924	-0.37538976791395384	0.7073706134768467	0.957886489889798
ENSG00000275993	1733.741810415349	-0.07987056240999207	0.21947689056760047	-0.36391331316675163	0.7159227428541576	0.957886489889798
ENSG00000159256	5423.933932261188	0.06473678938316385	0.18783850124105353	0.3446406831157953	0.7303645167964397	0.957886489889798
ENSG00000183486	6641.937317295393	-0.056705217733315286	0.16546003234541687	-0.34271247823121787	0.7318147743635712	0.957886489889798
ENSG00000177398	10822.074584658685	-0.049042738017611165	0.145431983942531	-0.3372211303738449	0.7359502095140854	0.957886489889798
ENSG00000186965	119.22066561712793	-0.1614211256572626	0.5184326987835305	-0.31136370455804013	0.7555241430222682	0.957886489889798
ENSG00000156299	7076.985102029654	-0.04695334059195193	0.1510303990976852	-0.31088668819303655	0.7558867646683376	0.957886489889798
ENSG00000160200	8371.07881054766	0.04726282852708998	0.15297398785648728	0.30895990350614155	0.7573520279359585	0.957886489889798
ENSG00000173276	9009.688207926916	-0.048747938919422716	0.15791705646690538	-0.30869331033686537	0.7575548330510821	0.957886489889798
ENSG00000188992	1693.430992485675	0.074544801360419	0.25635069410661054	0.29079227431082155	0.7712101943547267	0.957886489889798
ENSG00000160190	4074.789234350291	0.04654714739208946	0.1612505590729493	0.28866347912029044	0.7728389128958729	0.957886489889798
ENSG00000160305	12056.934849547426	0.053904440902310745	0.1884052824230005	0.2861089679072082	0.7747946631401826	0.957886489889798
ENSG00000142178	2463.7280454968836	-0.06278983555296896	0.22143766344491167	-0.28355535628467987	0.7767511538163757	0.957886489889798
ENSG00000277117	2726.1377101597986	0.06766449906851084	0.24086474495453852	0.28092321722418123	0.7787692926572423	0.957886489889798
ENSG00000156256	5930.408154655189	-0.05286672097043401	0.19545395200561916	-0.2704817192384738	0.7867896789094854	0.957886489889798
ENSG00000159086	6888.330027332228	-0.04496009202360535	0.17001858650780038	-0.2644422174486352	0.7914391841192014	0.957886489889798
ENSG00000155307	5828.610255844231	0.05126329320442411	0.20013294129936385	0.25614620397620197	0.7978379460978603	0.957886489889798
ENSG00000156253	3143.5501469240835	0.04883382427735396	0.1963485833674779	0.248709837574731	0.8035852386294084	0.957886489889798
ENSG00000142156	3763.5043871379116	-0.04392266186302373	0.1787508872676084	-0.24571996555892336	0.8058990156804777	0.957886489889798
ENSG00000265590	717.5150340800658	-0.06667489619784388	0.2724305206018439	-0.24474091981525434	0.8066570419118978	0.957886489889798
ENSG00000157540	23810.755030847882	-0.03581582778893569	0.14756276019851505	-0.24271589756624862	0.8082254911828065	0.957886489889798
ENSG00000241123	333.3122153510343	0.08409904222025928	0.3496443476138397	0.24052738960087924	0.809921432553163	0.957886489889798
ENSG00000159228	1676.3758457642311	-0.04936213775042256	0.207415142095323	-0.2379871462216433	0.8118910636580072	0.957886489889798
ENSG00000159140	18733.18958435924	0.03951976340198767	0.16606808404186682	0.23797326036485425	0.8119018336331559	0.957886489889798
ENSG00000156265	7733.562646315308	0.04314278285690435	0.18498184087319078	0.23322712463695125	0.8155850441375193	0.957886489889798
ENSG00000182093	9965.913541839527	0.03621226661589168	0.15660950280674307	0.23122649626554143	0.8171388466503519	0.957886489889798
ENSG00000242220	1685.4779228105836	-0.05058431064799221	0.22220284526859646	-0.22764924808611892	0.8199189305681517	0.957886489889798
ENSG00000206106	112.50440015338658	-0.13222334928982932	0.6047623782081151	-0.21863686309588473	0.8269329348440362	0.957886489889798
ENSG00000171587	6203.7409653998575	0.04819240624394546	0.22358313952471187	0.21554579807042615	0.8293418093900145	0.957886489889798
ENSG00000279493	149.970986992805	-0.11515291814691575	0.5438020806500908	-0.21175519962934977	0.8322980213774736	0.957886489889798
ENSG00000274559	341.8214775831187	0.07897987976711654	0.37506774412068944	0.21057497213544005	0.8332189437397349	0.957886489889798
ENSG00000221864	213.93879968729073	0.08406701785360615	0.40392249524469037	0.20812660558229018	0.835130113742365	0.957886489889798
ENSG00000159216	12541.062851237355	0.038490205595391416	0.18672105793294974	0.2061374652730009	0.8366835341114967	0.957886489889798
ENSG00000185917	9443.263225034658	-0.030100293098832782	0.1477671600546394	-0.20370082965459096	0.8385872938197787	0.957886489889798
ENSG00000160194	2729.3355358798694	0.04254294866595732	0.2338580191899029	0.18191785260701535	0.8556471939173251	0.957886489889798
ENSG00000182871	8750.752814966432	-0.029131325472061022	0.1614932029278481	-0.1803873162703715	0.8568485111447948	0.957886489889798
ENSG00000184032	143.53511203052267	0.10255256222297333	0.5772824383235475	0.17764711935597813	0.85900011715928	0.957886489889798
ENSG00000156261	4776.359490820046	-0.0289664953071282	0.16525408108134995	-0.17528459882856876	0.8608560127754983	0.957886489889798
ENSG00000159131	8715.35535638248	-0.027246495181265946	0.15701705532141508	-0.17352570474266102	0.8622382248870528	0.957886489889798
ENSG00000244025	141.1741853221214	0.0871307310708197	0.505854915159386	0.17224450817754008	0.8632453082650838	0.957886489889798
ENSG00000160218	8653.42227191338	-0.03027454153440001	0.18047021124049328	-0.16775367705452718	0.8667770663059794	0.957886489889798
ENSG00000184724	144.98159780933742	0.08846853056529055	0.5306512430005444	0.1667169006616268	0.8675928068462485	0.957886489889798
ENSG00000142207	4402.746619402812	-0.039949610419603834	0.24354690770724208	-0.1640325093662271	0.8697055516467393	0.957886489889798
ENSG00000160226	4290.788312328681	-0.02708297271735311	0.16979936868258583	-0.15949984341803192	0.8732750816726659	0.957886489889798
ENSG00000160224	4371.892999869003	0.033990956638956044	0.21443456530293611	0.15851435420841	0.8740515106370201	0.957886489889798
ENSG00000180530	7770.0932016855295	0.027628465311747383	0.17454333107545877	0.15829000822611214	0.8742282811657981	0.957886489889798
ENSG00000185658	17050.055786626304	0.022743470607312386	0.1505276251019546	0.15109167232199336	0.8799034016104363	0.95951370937519
ENSG00000205445	662.8486363226556	-0.04119790367548019	0.2848939115030489	-0.1446078768694195	0.8850204777680191	0.9605198550183714
ENSG00000274276	5789.095133515055	-0.024658247376440783	0.18170466926539003	-0.1357050838381374	0.8920544285825623	0.9613061993343669
ENSG00000182362	2224.4485984808034	0.026576681979104982	0.1997246472430383	0.13306661118677407	0.8941407006909177	0.9613061993343669
ENSG00000160256	1167.9571706503057	-0.03314110714236421	0.2619780597198248	-0.1265033689378695	0.8993334824450423	0.9623708760743677
ENSG00000249624	1568.6848379468954	-0.023253270310961093	0.21727002053163214	-0.10702475313466302	0.9147693423744703	0.9674669301986922
ENSG00000205581	7602.744170723887	-0.016954361649686635	0.16003534426235255	-0.10594135769091514	0.9156288799967589	0.9674669301986922
ENSG00000160180	829.2275323106005	-0.024619964530165087	0.2489541929486242	-0.09889355241847975	0.9212227882367312	0.9674669301986922
ENSG00000186924	115.42287454697268	0.055542561901033356	0.5837305680747329	0.09515102504263996	0.9241948697665625	0.9674669301986922
ENSG00000186970	176.9996603087588	0.039022856235568934	0.4157509449461765	0.09386113660095438	0.9252194659978759	0.9674669301986922
ENSG00000275464	3760.8166463732923	0.01192656002871105	0.1933915822395164	0.061670523042414264	0.9508252144768268	0.9836523233769401
ENSG00000160185	4447.069428302396	-0.010125865648757391	0.17740684110666746	-0.05707708668725533	0.9544837888359675	0.9836523233769401
ENSG00000155304	1700.5058743360155	0.015368565363286438	0.28059611671569973	0.05477112635474526	0.9563208036923024	0.9836523233769401
ENSG00000243489	605.7455935883164	-0.020071018990103145	0.3800291596324147	-0.05281441826600082	0.9578797734194656	0.9836523233769401
